# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:34:36 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,FS,2651,0:09.817.930,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2652,0:09.818.239,15.004.333 ms,,,,,[16 SOF],,[Frames: 1768 - 1783] ,""
0,FS,2653,0:09.819.034,14.899.583 ms,2 B,,14,01,IN txn   [971 POLL],01 60,,".`"
1,FS,2654,0:09.819.034,14.882.250 ms,,,14,01,   [971 IN-NAK],,,""
1,FS,2655,0:09.833.925,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2656,0:09.833.928,3.600 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2657,0:09.833.933,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2658,0:09.834.241,15.004.416 ms,,,,,[16 SOF],,[Frames: 1784 - 1799] ,""
0,FS,2659,0:09.834.959,14.972.583 ms,2 B,,14,01,IN txn   [972 POLL],01 60,,".`"
1,FS,2660,0:09.834.959,14.955.416 ms,,,14,01,   [972 IN-NAK],,,""
1,FS,2661,0:09.849.923,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2662,0:09.849.926,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2663,0:09.849.931,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2664,0:09.850.243,15.004.416 ms,,,,,[16 SOF],,[Frames: 1800 - 1815] ,""
0,FS,2665,0:09.850.914,15.020.166 ms,2 B,,14,01,IN txn   [990 POLL],01 60,,".`"
1,FS,2666,0:09.850.914,15.002.916 ms,,,14,01,   [990 IN-NAK],,,""
1,FS,2667,0:09.865.925,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2668,0:09.865.929,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2669,0:09.865.933,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2670,0:09.866.246,15.004.433 ms,,,,,[16 SOF],,[Frames: 1816 - 1831] ,""
0,FS,2671,0:09.866.983,14.952.833 ms,2 B,,14,01,IN txn   [973 POLL],01 60,,".`"
1,FS,2672,0:09.866.983,14.935.666 ms,,,14,01,   [973 IN-NAK],,,""
1,FS,2673,0:09.881.928,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2674,0:09.881.931,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2675,0:09.881.936,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2676,0:09.882.248,15.004.416 ms,,,,,[16 SOF],,[Frames: 1832 - 1847] ,""
0,FS,2677,0:09.882.899,15.039.750 ms,2 B,,14,01,IN txn   [992 POLL],01 60,,".`"
1,FS,2678,0:09.882.899,15.022.583 ms,,,14,01,   [992 IN-NAK],,,""
1,FS,2679,0:09.897.930,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2680,0:09.897.933,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2681,0:09.897.938,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2682,0:09.898.251,15.004.416 ms,,,,,[16 SOF],,[Frames: 1848 - 1863] ,""
0,FS,2683,0:09.898.952,14.993.416 ms,2 B,,14,01,IN txn   [991 POLL],01 60,,".`"
1,FS,2684,0:09.898.952,14.976.166 ms,,,14,01,   [991 IN-NAK],,,""
1,FS,2685,0:09.913.937,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2686,0:09.913.940,3.600 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2687,0:09.913.945,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2688,0:09.914.253,15.004.333 ms,,,,,[16 SOF],,[Frames: 1864 - 1879] ,""
0,FS,2689,0:09.915.258,14.684.666 ms,2 B,,14,01,IN txn   [954 POLL],01 60,,".`"
1,FS,2690,0:09.915.258,14.660.166 ms,,,14,01,   [954 IN-NAK],,,""
1,FS,2691,0:09.929.934,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2692,0:09.929.937,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2693,0:09.929.942,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2694,0:09.930.256,15.004.416 ms,,,,,[16 SOF],,[Frames: 1880 - 1895] ,""
0,FS,2695,0:09.931.012,14.937.166 ms,2 B,,14,01,IN txn   [968 POLL],01 60,,".`"
1,FS,2696,0:09.931.012,14.917.083 ms,,,14,01,   [968 IN-NAK],,,""
1,FS,2697,0:09.945.940,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2698,0:09.945.944,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2699,0:09.945.948,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2700,0:09.946.258,15.004.416 ms,,,,,[16 SOF],,[Frames: 1896 - 1911] ,""
0,FS,2701,0:09.946.642,15.317.916 ms,2 B,,14,01,IN txn   [995 POLL],01 60,,".`"
1,FS,2702,0:09.946.642,15.293.416 ms,,,14,01,   [995 IN-NAK],,,""
1,FS,2703,0:09.961.951,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2704,0:09.961.955,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2705,0:09.961.959,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2706,0:09.962.261,4.002.666 ms,,,,,[5 SOF],,[Frames: 1912 - 1916] ,""
0,FS,2707,0:09.966.396,29.833 us,0 B,,14,00,Control Transfer,,,""
1,FS,2708,0:09.966.396,12.333 us,8 B,,14,00,   SETUP txn,40 01 01 01 00 00 00 00,,"@......."
2,FS,2709,0:09.966.396,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2710,0:09.966.399,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 01 01 00 00 00 00 97 15,,".@........."
2,FS,2711,0:09.966.408,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2712,0:09.966.419,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,2713,0:09.966.419,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2714,0:09.966.422,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2715,0:09.966.425,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2716,0:09.967.100,29.833 us,0 B,,14,00,Control Transfer,,,""
1,FS,2717,0:09.967.100,12.333 us,8 B,,14,00,   SETUP txn,40 01 00 02 00 00 00 00,,"@......."
2,FS,2718,0:09.967.100,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2719,0:09.967.103,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 00 02 00 00 00 00 D2 C4,,".@........."
2,FS,2720,0:09.967.111,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2721,0:09.967.122,7.250 us,0 B,,14,00,   IN txn,,,""
2,FS,2722,0:09.967.122,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2723,0:09.967.126,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2724,0:09.967.129,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2725,0:09.967.261,10.003.583 ms,,,,,[11 SOF],,[Frames: 1917 - 1927] ,""
0,FS,2726,0:09.962.653,15.302.000 ms,2 B,,14,01,IN txn   [988 POLL],01 60,,".`"
1,FS,2727,0:09.962.653,15.284.833 ms,,,14,01,   [988 IN-NAK],,,""
1,FS,2728,0:09.977.946,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2729,0:09.977.950,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2730,0:09.977.954,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2731,0:09.978.263,15.004.416 ms,,,,,[16 SOF],,[Frames: 1928 - 1943] ,""
0,FS,2732,0:09.978.664,15.281.250 ms,2 B,,14,01,IN txn   [987 POLL],01 60,,".`"
1,FS,2733,0:09.978.664,15.264.000 ms,,,14,01,   [987 IN-NAK],,,""
1,FS,2734,0:09.993.936,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2735,0:09.993.940,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2736,0:09.993.944,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2737,0:09.994.265,15.004.416 ms,,,,,[16 SOF],,[Frames: 1944 - 1959] ,""
0,FS,2738,0:09.994.939,15.017.083 ms,2 B,,14,01,IN txn   [967 POLL],01 60,,".`"
1,FS,2739,0:09.994.939,14.999.916 ms,,,14,01,   [967 IN-NAK],,,""
1,FS,2740,0:10.009.947,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2741,0:10.009.950,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2742,0:10.009.955,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2743,0:10.010.268,15.004.333 ms,,,,,[16 SOF],,[Frames: 1960 - 1975] ,""
0,FS,2744,0:10.010.747,15.218.666 ms,2 B,,14,01,IN txn   [1003 POLL],01 60,,".`"
1,FS,2745,0:10.010.747,15.194.166 ms,,,14,01,   [1003 IN-NAK],,,""
1,FS,2746,0:10.025.957,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2747,0:10.025.960,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2748,0:10.025.965,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2749,0:10.026.270,15.004.516 ms,,,,,[16 SOF],,[Frames: 1976 - 1991] ,""
0,FS,2750,0:10.026.904,15.047.833 ms,2 B,,14,01,IN txn   [978 POLL],01 60,,".`"
1,FS,2751,0:10.026.904,15.030.666 ms,,,14,01,   [978 IN-NAK],,,""
1,FS,2752,0:10.041.944,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2753,0:10.041.947,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2754,0:10.041.952,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2755,0:10.042.273,15.004.516 ms,,,,,[16 SOF],,[Frames: 1992 - 2007] ,""
0,FS,2756,0:10.042.657,15.298.083 ms,2 B,,14,01,IN txn   [990 POLL],01 60,,".`"
1,FS,2757,0:10.042.657,15.280.833 ms,,,14,01,   [990 IN-NAK],,,""
1,FS,2758,0:10.057.946,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2759,0:10.057.949,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2760,0:10.057.954,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2761,0:10.058.275,15.004.433 ms,,,,,[16 SOF],,[Frames: 2008 - 2023] ,""
0,FS,2762,0:10.058.659,15.293.833 ms,2 B,,14,01,IN txn   [994 POLL],01 60,,".`"
1,FS,2763,0:10.058.659,15.276.666 ms,,,14,01,   [994 IN-NAK],,,""
1,FS,2764,0:10.073.944,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2765,0:10.073.948,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2766,0:10.073.952,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2767,0:10.074.278,15.004.433 ms,,,,,[16 SOF],,[Frames: 2024 - 2039] ,""
0,FS,2768,0:10.074.982,14.973.750 ms,2 B,,14,01,IN txn   [968 POLL],01 60,,".`"
1,FS,2769,0:10.074.982,14.956.583 ms,,,14,01,   [968 IN-NAK],,,""
1,FS,2770,0:10.089.947,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2771,0:10.089.950,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2772,0:10.089.955,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2773,0:10.090.280,15.004.416 ms,,,,,[16 SOF],,[Frames: 2040 - 7] ,""
0,FS,2774,0:10.091.285,14.673.166 ms,2 B,,14,01,IN txn   [962 POLL],01 60,,".`"
1,FS,2775,0:10.091.285,14.655.916 ms,,,14,01,   [962 IN-NAK],,,""
1,FS,2776,0:10.105.949,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2777,0:10.105.953,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2778,0:10.105.957,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2779,0:10.106.283,15.004.333 ms,,,,,[16 SOF],,[Frames: 8 - 23] ,""
0,FS,2780,0:10.106.986,14.973.833 ms,2 B,,14,01,IN txn   [983 POLL],01 60,,".`"
1,FS,2781,0:10.106.986,14.956.666 ms,,,14,01,   [983 IN-NAK],,,""
1,FS,2782,0:10.121.952,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2783,0:10.121.955,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2784,0:10.121.960,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2785,0:10.122.285,15.004.333 ms,,,,,[16 SOF],,[Frames: 24 - 39] ,""
0,FS,2786,0:10.122.669,15.298.000 ms,2 B,,14,01,IN txn   [998 POLL],01 60,,".`"
1,FS,2787,0:10.122.669,15.280.833 ms,,,14,01,   [998 IN-NAK],,,""
1,FS,2788,0:10.137.958,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2789,0:10.137.962,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2790,0:10.137.966,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2791,0:10.138.287,15.004.416 ms,,,,,[16 SOF],,[Frames: 40 - 55] ,""
0,FS,2792,0:10.138.921,15.045.416 ms,2 B,,14,01,IN txn   [975 POLL],01 60,,".`"
1,FS,2793,0:10.138.921,15.028.166 ms,,,14,01,   [975 IN-NAK],,,""
1,FS,2794,0:10.153.958,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2795,0:10.153.961,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2796,0:10.153.966,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2797,0:10.154.290,13.004.000 ms,,,,,[14 SOF],,[Frames: 56 - 69] ,""
0,FS,2798,0:10.167.343,29.833 us,0 B,,14,00,Control Transfer,,,""
1,FS,2799,0:10.167.343,12.416 us,8 B,,14,00,   SETUP txn,40 03 C4 09 00 00 00 00,,"@......."
2,FS,2800,0:10.167.343,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2801,0:10.167.346,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 03 C4 09 00 00 00 00 44 41,,".@.......DA"
2,FS,2802,0:10.167.354,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2803,0:10.167.365,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,2804,0:10.167.365,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2805,0:10.167.368,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2806,0:10.167.372,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2807,0:10.167.950,29.166 us,0 B,,14,00,Control Transfer,,,""
1,FS,2808,0:10.167.950,12.500 us,8 B,,14,00,   SETUP txn,40 04 07 00 00 00 00 00,,"@......."
2,FS,2809,0:10.167.950,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2810,0:10.167.953,7.516 us,11 B,,14,00,      DATA0 packet,C3 40 04 07 00 00 00 00 00 FF B3,,".@........."
2,FS,2811,0:10.167.962,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2812,0:10.167.972,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,2813,0:10.167.972,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2814,0:10.167.976,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2815,0:10.167.979,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2816,0:10.168.292,2.083 us,,,,,[1 SOF],,[Frame: 70] ,""
0,FS,2817,0:10.168.551,29.750 us,0 B,,14,00,Control Transfer,,,""
1,FS,2818,0:10.168.551,12.333 us,8 B,,14,00,   SETUP txn,40 01 00 01 00 00 00 00,,"@......."
2,FS,2819,0:10.168.551,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2820,0:10.168.554,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 00 01 00 00 00 00 96 C4,,".@........."
2,FS,2821,0:10.168.562,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2822,0:10.168.573,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,2823,0:10.168.573,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2824,0:10.168.577,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2825,0:10.168.580,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2826,0:10.169.202,29.333 us,0 B,,14,00,Control Transfer,,,""
1,FS,2827,0:10.169.202,12.416 us,8 B,,14,00,   SETUP txn,40 01 00 02 00 00 00 00,,"@......."
2,FS,2828,0:10.169.202,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2829,0:10.169.205,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 00 02 00 00 00 00 D2 C4,,".@........."
2,FS,2830,0:10.169.213,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2831,0:10.169.224,7.250 us,0 B,,14,00,   IN txn,,,""
2,FS,2832,0:10.169.224,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2833,0:10.169.227,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2834,0:10.169.230,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2835,0:10.169.292,2.083 us,,,,,[1 SOF],,[Frame: 71] ,""
0,FS,2836,0:10.154.599,15.368.666 ms,2 B,,14,01,IN txn   [996 POLL],01 60,,".`"
1,FS,2837,0:10.154.599,15.351.416 ms,,,14,01,   [996 IN-NAK],,,""
1,FS,2838,0:10.169.959,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2839,0:10.169.963,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2840,0:10.169.967,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2841,0:10.170.292,15.004.333 ms,,,,,[16 SOF],,[Frames: 72 - 87] ,""
0,FS,2842,0:10.170.610,15.351.666 ms,2 B,,14,01,IN txn   [986 POLL],01 60,,".`"
1,FS,2843,0:10.170.610,15.334.416 ms,,,14,01,   [986 IN-NAK],,,""
1,FS,2844,0:10.185.953,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2845,0:10.185.956,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2846,0:10.185.961,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2847,0:10.186.295,15.004.416 ms,,,,,[16 SOF],,[Frames: 88 - 103] ,""
0,FS,2848,0:10.186.638,15.334.833 ms,2 B,,14,01,IN txn   [994 POLL],01 60,,".`"
1,FS,2849,0:10.186.638,15.317.666 ms,,,14,01,   [994 IN-NAK],,,""
1,FS,2850,0:10.201.964,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2851,0:10.201.967,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2852,0:10.201.972,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2853,0:10.202.297,15.004.333 ms,,,,,[16 SOF],,[Frames: 104 - 119] ,""
0,FS,2854,0:10.202.587,15.383.250 ms,2 B,,14,01,IN txn   [998 POLL],01 60,,".`"
1,FS,2855,0:10.202.587,15.362.500 ms,,,14,01,   [998 IN-NAK],,,""
1,FS,2856,0:10.217.962,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2857,0:10.217.965,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2858,0:10.217.969,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2859,0:10.218.300,15.004.333 ms,,,,,[16 SOF],,[Frames: 120 - 135] ,""
0,FS,2860,0:10.218.692,15.277.083 ms,2 B,,14,01,IN txn   [1004 POLL],01 60,,".`"
1,FS,2861,0:10.218.692,15.259.833 ms,,,14,01,   [1004 IN-NAK],,,""
1,FS,2862,0:10.233.960,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2863,0:10.233.964,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2864,0:10.233.968,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2865,0:10.234.302,15.004.416 ms,,,,,[16 SOF],,[Frames: 136 - 151] ,""
0,FS,2866,0:10.234.628,15.351.666 ms,2 B,,14,01,IN txn   [1000 POLL],01 60,,".`"
1,FS,2867,0:10.234.628,15.334.500 ms,,,14,01,   [1000 IN-NAK],,,""
1,FS,2868,0:10.249.971,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2869,0:10.249.974,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2870,0:10.249.979,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2871,0:10.250.305,15.004.333 ms,,,,,[16 SOF],,[Frames: 152 - 167] ,""
0,FS,2872,0:10.250.830,15.139.666 ms,2 B,,14,01,IN txn   [976 POLL],01 60,,".`"
1,FS,2873,0:10.250.830,15.122.333 ms,,,14,01,   [976 IN-NAK],,,""
1,FS,2874,0:10.265.961,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2875,0:10.265.965,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2876,0:10.265.969,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2877,0:10.266.307,15.004.333 ms,,,,,[16 SOF],,[Frames: 168 - 183] ,""
0,FS,2878,0:10.266.861,15.115.583 ms,2 B,,14,01,IN txn   [992 POLL],01 60,,".`"
1,FS,2879,0:10.266.861,15.098.416 ms,,,14,01,   [992 IN-NAK],,,""
1,FS,2880,0:10.281.968,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2881,0:10.281.971,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2882,0:10.281.976,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2883,0:10.282.309,15.004.416 ms,,,,,[16 SOF],,[Frames: 184 - 199] ,""
0,FS,2884,0:10.283.002,14.976.500 ms,2 B,,14,01,IN txn   [983 POLL],01 60,,".`"
1,FS,2885,0:10.283.002,14.959.250 ms,,,14,01,   [983 IN-NAK],,,""
1,FS,2886,0:10.297.970,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2887,0:10.297.973,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2888,0:10.297.978,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2889,0:10.298.312,15.004.333 ms,,,,,[16 SOF],,[Frames: 200 - 215] ,""
0,FS,2890,0:10.299.007,14.982.333 ms,2 B,,14,01,IN txn   [971 POLL],01 60,,".`"
1,FS,2891,0:10.299.007,14.965.166 ms,,,14,01,   [971 IN-NAK],,,""
1,FS,2892,0:10.313.981,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2893,0:10.313.984,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2894,0:10.313.989,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2895,0:10.314.314,15.004.333 ms,,,,,[16 SOF],,[Frames: 216 - 231] ,""
0,FS,2896,0:10.314.698,15.285.500 ms,2 B,,14,01,IN txn   [997 POLL],01 60,,".`"
1,FS,2897,0:10.314.698,15.268.250 ms,,,14,01,   [997 IN-NAK],,,""
1,FS,2898,0:10.329.975,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2899,0:10.329.978,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2900,0:10.329.983,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2901,0:10.330.317,15.004.416 ms,,,,,[16 SOF],,[Frames: 232 - 247] ,""
0,FS,2902,0:10.331.012,14.974.000 ms,2 B,,14,01,IN txn   [983 POLL],01 60,,".`"
1,FS,2903,0:10.331.012,14.956.750 ms,,,14,01,   [983 IN-NAK],,,""
1,FS,2904,0:10.345.978,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2905,0:10.345.981,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2906,0:10.345.985,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2907,0:10.346.319,15.004.416 ms,,,,,[16 SOF],,[Frames: 248 - 263] ,""
0,FS,2908,0:10.347.003,14.985.083 ms,2 B,,14,01,IN txn   [961 POLL],01 60,,".`"
1,FS,2909,0:10.347.003,14.967.916 ms,,,14,01,   [961 IN-NAK],,,""
1,FS,2910,0:10.361.980,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2911,0:10.361.983,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2912,0:10.361.988,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2913,0:10.362.322,7.003.166 ms,,,,,[8 SOF],,[Frames: 264 - 271] ,""
0,FS,2914,0:10.369.620,29.250 us,0 B,,14,00,Control Transfer,,,""
1,FS,2915,0:10.369.620,12.333 us,8 B,,14,00,   SETUP txn,40 01 01 01 00 00 00 00,,"@......."
2,FS,2916,0:10.369.620,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2917,0:10.369.623,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 01 01 00 00 00 00 97 15,,".@........."
2,FS,2918,0:10.369.631,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2919,0:10.369.642,7.166 us,0 B,,14,00,   IN txn,,,""
